shipping_id,order_id,shipping_date,return_date,shipping providers,delivery_status
13698,1700,2022-02-08,,fedex,Delivered
13699,13283,2022-01-14,,fedex,Delivered
13700,17368,2022-01-17,,fedex,Delivered
13701,3754,2021-12-24,,fedex,Delivered
13702,8898,2021-12-27,,fedex,Delivered
13703,19295,2021-12-11,,fedex,Delivered
13704,11420,2021-10-28,,fedex,Delivered
13705,2736,2021-10-10,,fedex,Delivered
13706,268,2021-09-11,,fedex,Delivered
13707,1,2021-09-03,,fedex,Delivered
13708,20171,2021-08-10,,fedex,Delivered
13709,5472,2021-08-01,,fedex,Delivered
13710,20605,2021-05-18,,fedex,Delivered
13711,1410,2021-04-29,,fedex,Delivered
13712,7377,2021-03-26,,fedex,Delivered
13713,17931,2021-03-10,,fedex,Delivered
13714,11686,2021-02-09,,fedex,Delivered
13715,5732,2021-01-07,,fedex,Delivered
13716,6511,2020-11-26,,fedex,Delivered
13717,7868,2020-11-19,,fedex,Delivered
13718,572,2020-09-23,,fedex,Delivered
13719,6548,2020-08-16,,fedex,Delivered
13720,13575,2020-07-25,,fedex,Delivered
13721,9959,2020-07-18,,fedex,Delivered
13722,366,2020-06-25,,fedex,Delivered
13723,11802,2020-03-04,,fedex,Delivered
13724,6017,2020-02-26,,fedex,Delivered
13725,4349,2020-02-08,,fedex,Delivered
13726,5406,2020-01-14,,fedex,Delivered
13727,1795,2020-01-05,,fedex,Delivered
13728,16038,2020-01-05,,fedex,Delivered
13729,21553,2024-07-02,,fedex,Delivered
13730,21049,2024-02-21,,fedex,Delivered
13731,1482,2024-01-09,,fedex,Delivered
13732,19813,2023-10-31,,fedex,Delivered
13733,6229,2023-10-09,,fedex,Delivered
13734,15777,2023-09-25,,fedex,Delivered
13735,1378,2023-09-15,,fedex,Delivered
13736,18802,2023-09-10,,fedex,Delivered
13737,3556,2023-08-24,,fedex,Delivered
13738,17241,2023-08-05,,fedex,Delivered
13739,2340,2023-07-11,,fedex,Delivered
13740,912,2023-07-11,,fedex,Delivered
13741,2123,2023-07-07,,fedex,Delivered
13742,19025,2023-07-03,,fedex,Delivered
13743,5218,2023-06-06,,fedex,Delivered
13744,20636,2023-05-25,,fedex,Delivered
13745,16275,2023-05-15,,fedex,Delivered
13746,8092,2023-05-01,,fedex,Delivered
13747,9352,2023-04-22,,fedex,Delivered
13748,5748,2023-04-22,,fedex,Delivered
13749,5493,2023-03-25,,fedex,Delivered
13750,13740,2023-03-21,,fedex,Delivered
13751,9684,2023-03-01,,fedex,Delivered
13752,12358,2022-11-19,,fedex,Delivered
13753,6988,2022-11-20,,fedex,Delivered
13754,19887,2022-11-08,,fedex,Delivered
13755,7454,2022-10-17,,fedex,Delivered
13756,4973,2022-09-12,,fedex,Delivered
13757,13200,2022-09-13,,fedex,Delivered
13758,18574,2022-09-11,,fedex,Delivered
13759,10753,2022-09-10,,fedex,Delivered
13760,4058,2022-08-24,,fedex,Delivered
13761,17198,2022-08-04,,fedex,Delivered
13762,11295,2022-07-29,,fedex,Delivered
13763,4325,2022-07-03,,fedex,Delivered
13764,4249,2022-06-25,,fedex,Delivered
13765,10889,2022-06-12,,fedex,Delivered
13766,17531,2022-05-26,,fedex,Delivered
13767,9580,2022-04-16,,fedex,Delivered
13768,15091,2022-04-06,,fedex,Delivered
13769,6451,2022-04-01,,fedex,Delivered
13770,14851,2022-03-18,,fedex,Delivered
13771,20079,2022-03-10,,fedex,Delivered
13772,4452,2022-01-30,,fedex,Delivered
13773,11356,2022-01-12,,fedex,Delivered
13774,3744,2021-11-21,,fedex,Delivered
13775,8187,2021-11-04,,fedex,Delivered
13776,14503,2021-10-21,,fedex,Delivered
13777,17512,2021-10-11,,fedex,Delivered
13778,1097,2021-10-05,,fedex,Delivered
13779,12263,2021-09-25,,fedex,Delivered
13780,1340,2021-09-24,,fedex,Delivered
13781,11487,2021-09-20,,fedex,Delivered
13782,15658,2021-07-25,,fedex,Delivered
13783,18114,2021-07-20,,fedex,Delivered
13784,19018,2021-07-11,,fedex,Delivered
13785,20216,2021-06-20,,fedex,Delivered
13786,16682,2021-06-06,,fedex,Delivered
13787,20793,2021-06-03,,fedex,Delivered
13788,14958,2021-05-16,,fedex,Delivered
13789,18394,2021-05-13,,fedex,Delivered
13790,7947,2021-04-14,,fedex,Delivered
13791,906,2021-04-10,,fedex,Delivered
13792,18275,2021-04-02,,fedex,Delivered
13793,13463,2021-03-31,,fedex,Delivered
13794,11013,2021-03-18,,fedex,Delivered
13795,6534,2021-02-03,,fedex,Delivered
13796,16310,2021-01-28,,fedex,Delivered
13797,6920,2020-12-11,,fedex,Delivered
13798,9205,2020-11-27,,fedex,Delivered
13799,1708,2020-10-14,,fedex,Delivered
13800,14657,2020-10-07,,fedex,Delivered
13801,9296,2020-10-03,,fedex,Delivered
13802,2223,2020-09-01,,fedex,Delivered
13803,6541,2020-09-05,,fedex,Delivered
13804,5529,2020-08-13,,fedex,Delivered
13805,8066,2020-08-05,,fedex,Delivered
13806,4211,2020-07-30,,fedex,Delivered
13807,7922,2020-07-09,,fedex,Delivered
13808,15736,2020-06-16,,fedex,Delivered
13809,19829,2020-06-11,,fedex,Delivered
13810,17112,2020-06-07,,fedex,Delivered
13811,6024,2020-06-05,,fedex,Delivered
13812,5995,2020-05-14,,fedex,Delivered
13813,201,2020-03-27,,fedex,Delivered
13814,3999,2020-03-20,,fedex,Delivered
13815,19387,2020-03-10,,fedex,Delivered
13816,1711,2020-02-29,,fedex,Delivered
13817,7591,2020-02-09,,fedex,Delivered
13818,12368,2020-02-02,,fedex,Delivered
13819,7875,2020-01-21,,fedex,Delivered
13820,21345,2024-08-04,,fedex,Delivered
13821,21511,2024-06-26,,fedex,Delivered
13822,21153,2024-06-25,,fedex,Delivered
13823,21062,2024-04-23,,fedex,Delivered
13824,21421,2024-04-21,,fedex,Delivered
13825,21143,2024-03-28,,fedex,Delivered
13826,4742,2024-01-05,,fedex,Delivered
13827,1546,2023-12-12,,fedex,Delivered
13828,9594,2023-12-08,,fedex,Delivered
13829,5196,2023-11-18,,fedex,Delivered
13830,8088,2023-11-08,,fedex,Delivered
13831,2437,2023-11-04,,fedex,Delivered
13832,1613,2023-11-02,,fedex,Delivered
13833,16845,2023-09-26,,fedex,Delivered
13834,13424,2023-09-21,,fedex,Delivered
13835,1247,2023-09-06,,fedex,Delivered
13836,18222,2023-08-22,,fedex,Delivered
13837,10962,2023-08-14,,fedex,Delivered
13838,1710,2023-07-14,,fedex,Delivered
13839,100,2023-07-14,,fedex,Delivered
13840,16269,2023-07-03,,fedex,Delivered
13841,5171,2023-06-15,,fedex,Delivered
13842,13842,2023-06-06,,fedex,Delivered
13843,6899,2023-05-23,,fedex,Delivered
13844,12087,2023-05-12,,fedex,Delivered
13845,18375,2023-05-07,,fedex,Delivered
13846,20929,2023-05-03,,fedex,Delivered
13847,2927,2023-04-19,,fedex,Delivered
13848,18975,2023-04-21,,fedex,Delivered
13849,10705,2023-03-10,,fedex,Delivered
13850,6962,2023-01-13,,fedex,Delivered
13851,1999,2022-11-08,,fedex,Delivered
13852,5041,2022-10-09,,fedex,Delivered
13853,18621,2022-10-06,,fedex,Delivered
13854,16563,2022-09-23,,fedex,Delivered
13855,5916,2022-09-17,,fedex,Delivered
13856,4594,2022-09-14,,fedex,Delivered
13857,18180,2022-08-06,,fedex,Delivered
13858,13364,2022-07-31,,fedex,Delivered
13859,12235,2022-07-28,,fedex,Delivered
13860,10249,2022-07-27,,fedex,Delivered
13861,17235,2022-07-07,,fedex,Delivered
13862,7445,2022-07-04,,fedex,Delivered
13863,12851,2022-06-13,,fedex,Delivered
13864,15200,2022-05-07,,fedex,Delivered
13865,16941,2022-05-03,,fedex,Delivered
13866,4566,2022-04-12,,fedex,Delivered
13867,3837,2022-03-31,,fedex,Delivered
13868,15120,2022-03-30,,fedex,Delivered
13869,10797,2022-03-07,,fedex,Delivered
13870,3701,2022-01-25,,fedex,Delivered
13871,2740,2022-01-20,,fedex,Delivered
13872,937,2021-12-22,,fedex,Delivered
13873,714,2021-12-17,,fedex,Delivered
13874,9173,2021-12-04,,fedex,Delivered
13875,3255,2021-11-30,,fedex,Delivered
13876,4700,2021-10-31,,fedex,Delivered
13877,4227,2021-10-28,,fedex,Delivered
13878,18689,2021-10-28,,fedex,Delivered
13879,4156,2021-10-23,,fedex,Delivered
13880,3344,2021-10-12,,fedex,Delivered
13881,4428,2021-09-16,,fedex,Delivered
13882,14817,2021-09-14,,fedex,Delivered
13883,20820,2021-08-10,,fedex,Delivered
13884,20437,2021-08-09,,fedex,Delivered
13885,12721,2021-07-31,,fedex,Delivered
13886,16613,2021-07-22,,fedex,Delivered
13887,11233,2021-07-19,,fedex,Delivered
13888,15069,2021-07-09,,fedex,Delivered
13889,16555,2021-05-10,,fedex,Delivered
13890,15157,2021-04-30,,fedex,Delivered
13891,20378,2021-05-02,,fedex,Delivered
13892,10999,2021-04-24,,fedex,Delivered
13893,2063,2021-04-19,,fedex,Delivered
13894,336,2021-03-29,,fedex,Delivered
13895,20557,2021-03-25,,fedex,Delivered
13896,19264,2021-03-18,,fedex,Delivered
13897,3297,2021-03-02,,fedex,Delivered
13898,7504,2021-01-13,,fedex,Delivered
13899,3090,2021-01-07,,fedex,Delivered
13900,10850,2020-12-22,,fedex,Delivered
13901,13031,2020-12-10,,fedex,Delivered
13902,2217,2020-11-19,,fedex,Delivered
13903,5168,2020-11-13,,fedex,Delivered
13904,3890,2020-11-04,,fedex,Delivered
13905,1260,2020-09-29,,fedex,Delivered
13906,6338,2020-09-07,,fedex,Delivered
13907,8282,2020-08-22,,fedex,Delivered
13908,5052,2020-08-12,,fedex,Delivered
13909,784,2020-07-09,,fedex,Delivered
13910,12138,2020-06-02,,fedex,Delivered
13911,19475,2020-06-03,,fedex,Delivered
13912,1749,2020-05-09,,fedex,Delivered
13913,5080,2020-04-26,,fedex,Delivered
13914,7790,2020-04-10,,fedex,Delivered
13915,5036,2020-03-10,,fedex,Delivered
13916,12746,2020-03-03,,fedex,Delivered
13917,3770,2020-01-13,,fedex,Delivered
13918,21171,2024-04-20,,fedex,Delivered
13919,14175,2024-01-24,,fedex,Delivered
13920,21628,2024-01-22,,fedex,Delivered
13921,7826,2023-12-29,,fedex,Delivered
13922,2215,2023-11-21,,fedex,Delivered
13923,6516,2023-09-24,,fedex,Delivered
13924,18256,2023-09-21,,fedex,Delivered
13925,1166,2023-09-08,,fedex,Delivered
13926,5634,2023-08-22,,fedex,Delivered
13927,16070,2023-08-20,,fedex,Delivered
13928,11574,2023-08-13,,fedex,Delivered
13929,11313,2023-08-14,,fedex,Delivered
13930,12241,2023-08-10,,fedex,Delivered
13931,1528,2023-08-03,,fedex,Delivered
13932,9775,2023-07-14,,fedex,Delivered
13933,17925,2023-07-12,,fedex,Delivered
13934,8607,2023-06-25,,fedex,Delivered
13935,19409,2023-06-19,,fedex,Delivered
13936,11218,2023-06-15,,fedex,Delivered
13937,12021,2023-06-01,,fedex,Delivered
13938,13144,2023-05-21,,fedex,Delivered
13939,12564,2023-05-20,,fedex,Delivered
13940,11241,2023-05-21,,fedex,Delivered
13941,16233,2023-05-17,,fedex,Delivered
13942,15296,2023-04-12,,fedex,Delivered
13943,15320,2023-04-10,,fedex,Delivered
13944,5558,2023-04-02,,fedex,Delivered
13945,11585,2023-03-25,,fedex,Delivered
13946,13898,2023-03-23,,fedex,Delivered
13947,14550,2023-03-17,,fedex,Delivered
13948,20195,2023-03-10,,fedex,Delivered
13949,376,2023-02-26,,fedex,Delivered
13950,8237,2023-02-21,,fedex,Delivered
13951,1348,2023-02-07,,fedex,Delivered
13952,2578,2023-01-21,,fedex,Delivered
13953,2188,2023-01-18,,fedex,Delivered
13954,6125,2023-01-16,,fedex,Delivered
13955,814,2023-01-02,,fedex,Delivered
13956,10384,2022-12-09,,fedex,Delivered
13957,9110,2022-11-21,,fedex,Delivered
13958,8256,2022-11-07,,fedex,Delivered
13959,19429,2022-10-29,,fedex,Delivered
13960,14695,2022-10-20,,fedex,Delivered
13961,11673,2022-09-23,,fedex,Delivered
13962,13394,2022-09-17,,fedex,Delivered
13963,17715,2022-08-24,,fedex,Delivered
13964,8012,2022-08-11,,fedex,Delivered
13965,20614,2022-07-14,,fedex,Delivered
13966,19778,2022-07-09,,fedex,Delivered
13967,13214,2022-07-05,,fedex,Delivered
13968,4372,2022-07-01,,fedex,Delivered
13969,8806,2022-06-19,,fedex,Delivered
13970,13616,2022-06-13,,fedex,Delivered
13971,18702,2022-04-20,,fedex,Delivered
13972,14595,2022-04-08,,fedex,Delivered
13973,13806,2022-03-21,,fedex,Delivered
13974,2716,2022-03-13,,fedex,Delivered
13975,12023,2022-03-06,,fedex,Delivered
13976,14914,2022-03-06,,fedex,Delivered
13977,4684,2022-01-18,,fedex,Delivered
13978,741,2022-01-11,,fedex,Delivered
13979,12412,2021-08-24,,fedex,Delivered
13980,1116,2021-07-31,,fedex,Delivered
13981,20570,2021-07-28,,fedex,Delivered
13982,13044,2021-07-31,,fedex,Delivered
13983,20243,2021-07-17,,fedex,Delivered
13984,18851,2021-06-26,,fedex,Delivered
13985,12771,2021-06-20,,fedex,Delivered
13986,13128,2021-06-01,,fedex,Delivered
13987,4549,2021-05-20,,fedex,Delivered
13988,15349,2021-05-19,,fedex,Delivered
13989,4034,2021-05-02,,fedex,Delivered
13990,11808,2021-04-18,,fedex,Delivered
13991,3541,2021-04-12,,fedex,Delivered
13992,17028,2021-04-12,,fedex,Delivered
13993,16078,2021-02-01,,fedex,Delivered
13994,16006,2021-01-01,,fedex,Delivered
13995,11866,2020-12-27,,fedex,Delivered
13996,6386,2020-12-17,,fedex,Delivered
13997,5237,2020-12-13,,fedex,Delivered
13998,11344,2020-11-30,,fedex,Delivered
13999,619,2020-11-01,,fedex,Delivered
14000,10306,2020-10-27,,fedex,Delivered
14001,1524,2020-10-13,,fedex,Delivered
14002,17092,2020-10-04,,fedex,Delivered
14003,3325,2020-09-15,,fedex,Delivered
14004,6618,2020-08-21,,fedex,Delivered
14005,14623,2020-08-19,,fedex,Delivered
14006,16690,2020-08-01,,fedex,Delivered
14007,12896,2020-06-27,,fedex,Delivered
14008,18645,2020-05-25,,fedex,Delivered
14009,4190,2020-05-10,,fedex,Delivered
14010,8766,2020-04-28,,fedex,Delivered
14011,9759,2020-04-10,,fedex,Delivered
14012,17040,2020-01-16,,fedex,Delivered
14013,9340,2020-01-09,,fedex,Delivered
14014,21009,2024-07-27,,fedex,Delivered
14015,21117,2024-03-27,,fedex,Delivered
14016,21399,2024-01-20,,fedex,Delivered
14017,7385,2023-12-03,,fedex,Delivered
14018,6374,2023-11-30,,fedex,Delivered
14019,5017,2023-11-27,,fedex,Delivered
14020,17683,2023-11-15,,fedex,Delivered
14021,19437,2023-11-06,,fedex,Delivered
14022,1544,2023-10-17,,fedex,Delivered
14023,16728,2023-10-16,,fedex,Delivered
14024,15653,2023-09-24,,fedex,Delivered
14025,20689,2023-09-03,,fedex,Delivered
14026,19616,2023-07-08,,fedex,Delivered
14027,4270,2023-06-22,,fedex,Delivered
14028,11519,2023-06-18,,fedex,Delivered
14029,8286,2023-06-08,,fedex,Delivered
14030,19100,2023-05-22,,fedex,Delivered
14031,16581,2023-05-04,,fedex,Delivered
14032,294,2023-04-24,,fedex,Delivered
14033,14753,2023-04-18,,fedex,Delivered
14034,2125,2023-04-19,,fedex,Delivered
14035,15919,2023-04-19,,fedex,Delivered
14036,16949,2023-04-09,,fedex,Delivered
14037,10841,2023-03-20,,fedex,Delivered
14038,14578,2023-03-12,,fedex,Delivered
14039,2387,2023-02-15,,fedex,Delivered
14040,4531,2023-02-11,,fedex,Delivered
14041,4398,2023-01-14,,fedex,Delivered
14042,2917,2022-12-30,,fedex,Delivered
14043,2073,2022-12-14,,fedex,Delivered
14044,10290,2022-12-06,,fedex,Delivered
14045,2542,2022-11-27,,fedex,Delivered
14046,6101,2022-11-16,,fedex,Delivered
14047,19367,2022-10-19,,fedex,Delivered
14048,6862,2022-10-04,,fedex,Delivered
14049,20210,2022-09-27,,fedex,Delivered
14050,10913,2022-09-24,,fedex,Delivered
14051,12605,2022-09-13,,fedex,Delivered
14052,15692,2022-09-11,,fedex,Delivered
14053,10289,2022-09-02,,fedex,Delivered
14054,14362,2022-08-31,,fedex,Delivered
14055,19340,2022-08-11,,fedex,Delivered
14056,3467,2022-08-03,,fedex,Delivered
14057,12157,2022-07-27,,fedex,Delivered
14058,17048,2022-07-22,,fedex,Delivered
14059,18790,2022-06-16,,fedex,Delivered
14060,16279,2022-06-16,,fedex,Delivered
14061,8572,2022-06-06,,fedex,Delivered
14062,110,2022-06-04,,fedex,Delivered
14063,9654,2022-05-26,,fedex,Delivered
14064,545,2022-05-14,,fedex,Delivered
14065,9287,2022-05-06,,fedex,Delivered
14066,11602,2022-05-03,,fedex,Delivered
14067,16313,2022-05-01,,fedex,Delivered
14068,649,2022-04-30,,fedex,Delivered
14069,20134,2022-04-21,,fedex,Delivered
14070,17802,2022-04-12,,fedex,Delivered
14071,15945,2022-03-31,,fedex,Delivered
14072,8087,2022-03-10,,fedex,Delivered
14073,3390,2022-02-16,,fedex,Delivered
14074,3280,2022-01-16,,fedex,Delivered
14075,5738,2022-01-06,,fedex,Delivered
14076,19449,2022-01-02,,fedex,Delivered
14077,3579,2021-12-25,,fedex,Delivered
14078,7141,2021-11-10,,fedex,Delivered
14079,7217,2021-10-19,,fedex,Delivered
14080,15172,2021-08-29,,fedex,Delivered
14081,19765,2021-08-28,,fedex,Delivered
14082,18308,2021-08-16,,fedex,Delivered
14083,445,2021-08-15,,fedex,Delivered
14084,12005,2021-08-13,,fedex,Delivered
14085,2025,2021-08-12,,fedex,Delivered
14086,710,2021-07-15,,fedex,Delivered
14087,11455,2021-07-09,,fedex,Delivered
14088,17951,2021-07-06,,fedex,Delivered
14089,19613,2021-07-07,,fedex,Delivered
14090,1369,2021-06-26,,fedex,Delivered
14091,19373,2021-06-10,,fedex,Delivered
14092,18483,2021-06-05,,fedex,Delivered
14093,7671,2021-04-28,,fedex,Delivered
14094,9780,2021-04-17,,fedex,Delivered
14095,18996,2021-04-14,,fedex,Delivered
14096,13762,2021-04-12,,fedex,Delivered
14097,3396,2021-03-25,,fedex,Delivered
14098,17173,2021-03-20,,fedex,Delivered
14099,4901,2021-02-25,,fedex,Delivered
14100,1202,2021-01-12,,fedex,Delivered
14101,13597,2021-01-09,,fedex,Delivered
14102,10203,2020-12-24,,fedex,Delivered
14103,12284,2020-11-23,,fedex,Delivered
14104,9730,2020-10-28,,fedex,Delivered
14105,17546,2020-10-08,,fedex,Delivered
14106,9989,2020-09-03,,fedex,Delivered
14107,409,2020-08-10,,fedex,Delivered
14108,9545,2020-04-29,,fedex,Delivered
14109,5563,2020-04-12,,fedex,Delivered
14110,21387,2024-07-28,,fedex,Delivered
14111,21308,2024-02-19,,fedex,Delivered
14112,1497,2024-01-10,,fedex,Delivered
14113,12210,2023-10-16,,fedex,Delivered
14114,6645,2023-09-22,,fedex,Delivered
14115,11719,2023-09-06,,fedex,Delivered
14116,13708,2023-08-31,,fedex,Delivered
14117,6579,2023-08-02,,fedex,Delivered
14118,2205,2023-07-31,,fedex,Delivered
14119,2292,2023-07-30,,fedex,Delivered
14120,11157,2023-07-26,,fedex,Delivered
14121,16124,2023-07-28,,fedex,Delivered
14122,4944,2023-07-27,,fedex,Delivered
14123,19305,2023-07-18,,fedex,Delivered
14124,6804,2023-07-01,,fedex,Delivered
14125,20760,2023-05-12,,fedex,Delivered
14126,17870,2023-05-02,,fedex,Delivered
14127,36,2023-04-14,,fedex,Delivered
14128,11342,2023-04-12,,fedex,Delivered
14129,3834,2023-04-03,,fedex,Delivered
14130,12173,2023-03-26,,fedex,Delivered
14131,3673,2023-03-03,,fedex,Delivered
14132,12744,2023-03-04,,fedex,Delivered
14133,4246,2023-03-01,,fedex,Delivered
14134,8184,2023-03-01,,fedex,Delivered
14135,14581,2023-02-26,,fedex,Delivered
14136,16284,2023-01-05,,fedex,Delivered
14137,2680,2022-10-19,,fedex,Delivered
14138,3133,2022-10-15,,fedex,Delivered
14139,11150,2022-09-25,,fedex,Delivered
14140,3392,2022-08-30,,fedex,Delivered
14141,4042,2022-08-27,,fedex,Delivered
14142,11225,2022-08-18,,fedex,Delivered
14143,13016,2022-08-17,,fedex,Delivered
14144,1677,2022-08-08,,fedex,Delivered
14145,16587,2022-08-03,,fedex,Delivered
14146,16307,2022-07-26,,fedex,Delivered
14147,18666,2022-07-12,,fedex,Delivered
14148,13040,2022-07-08,,fedex,Delivered
14149,10425,2022-07-03,,fedex,Delivered
14150,20486,2022-06-07,,fedex,Delivered
14151,13878,2022-06-03,,fedex,Delivered
14152,3456,2022-05-29,,fedex,Delivered
14153,6393,2022-05-08,,fedex,Delivered
14154,8640,2022-05-05,,fedex,Delivered
14155,12911,2022-05-01,,fedex,Delivered
14156,11229,2022-04-27,,fedex,Delivered
14157,6262,2022-04-12,,fedex,Delivered
14158,1504,2022-03-10,,fedex,Delivered
14159,10208,2022-02-15,,fedex,Delivered
14160,863,2022-02-09,,fedex,Delivered
14161,10738,2022-01-29,,fedex,Delivered
14162,5664,2022-01-07,,fedex,Delivered
14163,300,2022-01-01,,fedex,Delivered
14164,780,2021-12-17,,fedex,Delivered
14165,19823,2021-12-17,,fedex,Delivered
14166,2241,2021-10-04,,fedex,Delivered
14167,19180,2021-10-01,,fedex,Delivered
14168,13849,2021-10-03,,fedex,Delivered
14169,993,2021-09-27,,fedex,Delivered
14170,14968,2021-09-26,,fedex,Delivered
14171,18566,2021-08-19,,fedex,Delivered
14172,2186,2021-07-30,,fedex,Delivered
14173,2588,2021-07-17,,fedex,Delivered
14174,13901,2021-07-13,,fedex,Delivered
14175,7273,2021-07-12,,fedex,Delivered
14176,6280,2021-07-09,,fedex,Delivered
14177,3942,2021-07-07,,fedex,Delivered
14178,276,2021-06-21,,fedex,Delivered
14179,3903,2021-06-11,,fedex,Delivered
14180,6668,2021-05-12,,fedex,Delivered
14181,11217,2021-05-09,,fedex,Delivered
14182,11763,2021-05-11,,fedex,Delivered
14183,19336,2021-05-01,,fedex,Delivered
14184,14889,2021-04-25,,fedex,Delivered
14185,867,2021-04-24,,fedex,Delivered
14186,13880,2021-04-15,,fedex,Delivered
14187,14432,2021-03-29,,fedex,Delivered
14188,10659,2021-03-23,,fedex,Delivered
14189,17606,2021-03-23,,fedex,Delivered
14190,7623,2021-03-16,,fedex,Delivered
14191,14610,2021-03-12,,fedex,Delivered
14192,1263,2021-02-24,,fedex,Delivered
14193,1136,2021-01-18,,fedex,Delivered
14194,15085,2021-01-08,,fedex,Delivered
14195,14029,2021-01-05,,fedex,Delivered
14196,7910,2020-12-03,,fedex,Delivered
14197,18061,2020-11-29,,fedex,Delivered
14198,6585,2020-11-05,,fedex,Delivered
14199,3504,2020-11-02,,fedex,Delivered
14200,4806,2020-10-19,,fedex,Delivered
14201,5040,2020-09-09,,fedex,Delivered
14202,7663,2020-08-16,,fedex,Delivered
14203,9820,2020-07-18,,fedex,Delivered
14204,8537,2020-07-12,,fedex,Delivered
14205,16718,2020-07-01,,fedex,Delivered
14206,5503,2020-05-15,,fedex,Delivered
14207,4870,2020-04-24,,fedex,Delivered
14208,3685,2020-04-16,,fedex,Delivered
14209,1400,2020-03-21,,fedex,Delivered
14210,21322,2024-07-26,,fedex,Delivered
14211,21080,2024-06-24,,fedex,Delivered
14212,21041,2024-05-28,,fedex,Delivered
14213,21239,2024-05-23,,fedex,Delivered
14214,21326,2024-03-20,,fedex,Delivered
14215,14639,2024-02-02,,fedex,Delivered
14216,20992,2024-01-21,,fedex,Delivered
14217,3535,2024-01-10,,fedex,Delivered
14218,7028,2023-12-13,,fedex,Delivered
14219,9469,2023-12-11,,fedex,Delivered
14220,17797,2023-12-06,,fedex,Delivered
14221,3705,2023-10-14,,fedex,Delivered
14222,13605,2023-09-25,,fedex,Delivered
14223,7985,2023-09-18,,fedex,Delivered
14224,4271,2023-08-20,,fedex,Delivered
14225,2225,2023-08-17,,fedex,Delivered
14226,9071,2023-08-19,,fedex,Delivered
14227,4795,2023-08-17,,fedex,Delivered
14228,20792,2023-08-13,,fedex,Delivered
14229,16177,2023-07-15,,fedex,Delivered
14230,17882,2023-06-28,,fedex,Delivered
14231,14518,2023-06-23,,fedex,Delivered
14232,7009,2023-06-21,,fedex,Delivered
14233,12203,2023-05-01,,fedex,Delivered
14234,20325,2023-04-28,,fedex,Delivered
14235,639,2023-04-28,,fedex,Delivered
14236,2175,2023-04-10,,fedex,Delivered
14237,670,2023-04-06,,fedex,Delivered
14238,16713,2023-03-08,,fedex,Delivered
14239,13627,2023-02-15,,fedex,Delivered
14240,19431,2023-02-11,,fedex,Delivered
14241,3824,2023-02-04,,fedex,Delivered
14242,8386,2022-11-24,,fedex,Delivered
14243,8049,2022-10-20,,fedex,Delivered
14244,7896,2022-10-16,,fedex,Delivered
14245,11847,2022-10-02,,fedex,Delivered
14246,18978,2022-09-27,,fedex,Delivered
14247,14732,2022-09-06,,fedex,Delivered
14248,559,2022-08-20,,fedex,Delivered
14249,15767,2022-08-06,,fedex,Delivered
14250,2530,2022-08-06,,fedex,Delivered
14251,20866,2022-07-28,,fedex,Delivered
14252,7089,2022-07-18,,fedex,Delivered
14253,13698,2022-07-17,,fedex,Delivered
14254,24,2022-07-13,,fedex,Delivered
14255,12637,2022-06-12,,fedex,Delivered
14256,12047,2022-05-30,,fedex,Delivered
14257,11034,2022-05-14,,fedex,Delivered
14258,15256,2022-05-08,,fedex,Delivered
14259,1461,2022-03-22,,fedex,Delivered
14260,11765,2022-03-09,,fedex,Delivered
14261,7489,2022-02-05,,fedex,Delivered
14262,6145,2022-01-20,,fedex,Delivered
14263,3973,2022-01-09,,fedex,Delivered
14264,19693,2021-12-30,,fedex,Delivered
14265,2208,2021-12-17,,fedex,Delivered
14266,15980,2021-10-22,,fedex,Delivered
14267,6297,2021-10-10,,fedex,Delivered
14268,20657,2021-09-26,,fedex,Delivered
14269,12039,2021-09-16,,fedex,Delivered
14270,13884,2021-09-10,,fedex,Delivered
14271,19,2021-09-06,,fedex,Delivered
14272,19316,2021-08-27,,fedex,Delivered
14273,8685,2021-08-21,,fedex,Delivered
14274,13253,2021-08-18,,fedex,Delivered
14275,2782,2021-07-26,,fedex,Delivered
14276,16186,2021-07-08,,fedex,Delivered
14277,20567,2021-07-02,,fedex,Delivered
14278,8993,2021-06-24,,fedex,Delivered
14279,14728,2021-06-12,,fedex,Delivered
14280,20280,2021-05-27,,fedex,Delivered
14281,1854,2021-05-14,,fedex,Delivered
14282,17344,2021-04-15,,fedex,Delivered
14283,20352,2021-04-05,,fedex,Delivered
14284,19082,2021-04-01,,fedex,Delivered
14285,10109,2021-02-08,,fedex,Delivered
14286,16058,2021-01-27,,fedex,Delivered
14287,10132,2020-12-21,,fedex,Delivered
14288,1641,2020-12-15,,fedex,Delivered
14289,11528,2020-11-27,,fedex,Delivered
14290,13989,2020-11-24,,fedex,Delivered
14291,4955,2020-09-18,,fedex,Delivered
14292,7830,2020-09-16,,fedex,Delivered
14293,16766,2020-08-29,,fedex,Delivered
14294,16948,2020-07-24,,fedex,Delivered
14295,400,2020-05-20,,fedex,Delivered
14296,13147,2020-05-17,,fedex,Delivered
14297,6948,2020-05-07,,fedex,Delivered
14298,5750,2020-03-15,,fedex,Delivered
14299,5026,2020-02-03,,fedex,Delivered
14300,20995,2024-04-21,,fedex,Delivered
14301,21132,2024-04-04,,fedex,Delivered
14302,10003,2024-02-15,,fedex,Delivered
14303,1778,2024-01-16,,fedex,Delivered
14304,13383,2023-12-30,,fedex,Delivered
14305,19635,2023-10-12,,fedex,Delivered
